area_name,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
"Grant County, KY",1,1,1,"11,711","11,207",504,4.3,"53,965",107.5
"Graves County, KY",7,8,0,"15,479","14,704",775,5.0,"46,785",93.2
"Grayson County, KY",6,6,0,"10,968","10,430",538,4.9,"40,780",81.3
"Green County, KY",8,7,0,"5,084","4,868",216,4.2,"36,782",73.3
"Greenup County, KY",2,2,1,"13,448","12,561",887,6.6,"49,457",98.5
"Hancock County, KY",3,2,1,"3,997","3,828",169,4.2,"56,769",113.1
"Hardin County, KY",3,2,1,"48,964","46,960","2,004",4.1,"52,278",104.2
"Harlan County, KY",7,10,0,"6,549","6,069",480,7.3,"29,521",58.8
"Harrison County, KY",6,4,0,"8,656","8,298",358,4.1,"51,709",103.0
"Hart County, KY",8,7,0,"8,054","7,732",322,4.0,"37,038",73.8
"Henderson County, KY",2,2,1,"22,011","21,166",845,3.8,"51,161",101.9
"Henry County, KY",1,1,1,"8,231","7,915",316,3.8,"53,405",106.4
"Hickman County, KY",9,10,0,"1,795","1,693",102,5.7,"44,290",88.2
"Hopkins County, KY",5,8,0,"18,410","17,561",849,4.6,"45,512",90.7
"Jackson County, KY",9,10,0,"4,096","3,809",287,7.0,"35,317",70.4
"Jefferson County, KY",1,1,1,"400,457","384,240","16,217",4.0,"55,860",111.3
"Jessamine County, KY",2,2,1,"26,475","25,510",965,3.6,"59,443",118.4
"Johnson County, KY",7,11,0,"6,769","6,308",461,6.8,"39,381",78.5
"Kenton County, KY",1,1,1,"87,423","84,408","3,015",3.4,"64,644",128.8
"Knott County, KY",9,12,0,"4,411","4,110",301,6.8,"32,228",64.2
"Knox County, KY",7,8,0,"10,012","9,381",631,6.3,"30,742",61.3
"Larue County, KY",3,2,1,"5,981","5,714",267,4.5,"45,458",90.6
"Laurel County, KY",5,8,0,"24,832","23,561","1,271",5.1,"41,425",82.5
"Lawrence County, KY",6,7,0,"5,071","4,704",367,7.2,"36,667",73.1
"Lee County, KY",9,12,0,"2,086","1,952",134,6.4,"29,124",58.0
"Leslie County, KY",9,10,0,"2,623","2,437",186,7.1,"31,921",63.6
"Letcher County, KY",9,10,0,"6,257","5,855",402,6.4,"32,321",64.4
"Lewis County, KY",8,7,0,"4,707","4,314",393,8.3,"35,751",71.2
"Lincoln County, KY",7,8,0,"9,356","8,884",472,5.0,"42,190",84.1
"Livingston County, KY",9,8,0,"3,671","3,422",249,6.8,"48,182",96.0
"Logan County, KY",6,6,0,"12,428","11,947",481,3.9,"46,742",93.1
"Lyon County, KY",9,9,0,"3,053","2,899",154,5.0,"48,395",96.4
"McCracken County, KY",5,8,0,"29,206","27,572","1,634",5.6,"48,950",97.5
"McCreary County, KY",9,10,0,"4,637","4,345",292,6.3,"30,029",59.8
"McLean County, KY",3,2,1,"4,237","4,026",211,5.0,"48,080",95.8
"Madison County, KY",4,5,0,"46,933","45,118","1,815",3.9,"51,897",103.4
"Magoffin County, KY",9,12,0,"2,933","2,556",377,12.9,"30,950",61.7
"Marion County, KY",7,9,0,"9,644","9,282",362,3.8,"45,661",91.0
"Marshall County, KY",7,9,0,"14,971","14,175",796,5.3,"52,388",104.4
"Martin County, KY",9,12,0,"2,799","2,620",179,6.4,"28,925",57.6
"Mason County, KY",6,3,0,"7,187","6,788",399,5.6,"41,807",83.3
"Meade County, KY",3,2,1,"12,260","11,687",573,4.7,"57,613",114.8
"Menifee County, KY",9,8,0,"2,320","2,143",177,7.6,"34,002",67.7
"Mercer County, KY",6,6,0,"9,911","9,471",440,4.4,"53,921",107.4
"Metcalfe County, KY",9,8,0,"4,120","3,947",173,4.2,"35,906",71.5
"Monroe County, KY",8,7,0,"4,700","4,504",196,4.2,"35,596",70.9
"Montgomery County, KY",6,5,0,"11,680","10,984",696,6.0,"46,629",92.9
"Morgan County, KY",9,11,0,"4,479","4,194",285,6.4,"35,848",71.4
"Muhlenberg County, KY",6,6,0,"10,557","9,848",709,6.7,"43,722",87.1
"Nelson County, KY",6,3,0,"22,726","21,742",984,4.3,"55,602",110.8
"Nicholas County, KY",8,7,0,"3,286","3,134",152,4.6,"41,428",82.5
"Ohio County, KY",6,6,0,"9,878","9,314",564,5.7,"44,751",89.2
"Oldham County, KY",1,1,1,"33,311","32,218","1,093",3.3,"102,136",203.5
"Owen County, KY",8,4,0,"5,212","4,954",258,5.0,"48,998",97.6
"Owsley County, KY",9,12,0,"1,139","1,055",84,7.4,"26,278",52.4
"Pendleton County, KY",1,1,1,"6,991","6,702",289,4.1,"54,583",108.8
"Perry County, KY",7,11,0,"8,167","7,654",513,6.3,"33,108",66.0
"Pike County, KY",7,11,0,"20,001","18,827","1,174",5.9,"37,124",74.0
"Powell County, KY",6,6,0,"5,022","4,723",299,6.0,"37,776",75.3
"Pulaski County, KY",5,8,0,"26,035","24,726","1,309",5.0,"41,541",82.8
"Robertson County, KY",8,4,0,802,763,39,4.9,"45,146",90.0
"Rockcastle County, KY",7,8,0,"6,641","6,310",331,5.0,"37,732",75.2
"Rowan County, KY",7,9,0,"10,537","9,990",547,5.2,"41,196",82.1
"Russell County, KY",9,10,0,"6,284","5,920",364,5.8,"34,648",69.0
"Scott County, KY",2,2,1,"28,967","28,006",961,3.3,"73,500",146.4
"Shelby County, KY",1,1,1,"25,494","24,614",880,3.5,"66,056",131.6
"Simpson County, KY",6,4,0,"8,861","8,511",350,3.9,"51,769",103.1
"Spencer County, KY",1,1,1,"10,219","9,850",369,3.6,"85,899",171.2
"Taylor County, KY",7,8,0,"12,558","12,029",529,4.2,"45,429",90.5
"Todd County, KY",8,7,0,"5,303","5,091",212,4.0,"51,027",101.7
"Trigg County, KY",2,2,1,"5,913","5,627",286,4.8,"49,767",99.2
"Trimble County, KY",1,1,1,"3,872","3,707",165,4.3,"51,674",103.0
"Union County, KY",6,6,0,"6,014","5,716",298,5.0,"47,067",93.8
"Warren County, KY",3,2,1,"64,620","62,234","2,386",3.7,"53,478",106.6
"Washington County, KY",9,9,0,"6,143","5,918",225,3.7,"50,246",100.1
"Wayne County, KY",7,9,0,"7,586","7,058",528,7.0,"33,701",67.1
"Webster County, KY",8,6,0,"5,782","5,538",244,4.2,"47,132",93.9
"Whitley County, KY",7,8,0,"13,752","13,059",693,5.0,"36,863",73.4
"Wolfe County, KY",9,12,0,"1,903","1,757",146,7.7,"30,144",60.1
"Woodford County, KY",2,2,1,"14,767","14,309",458,3.1,"66,164",131.8
Louisiana,,,,"2,104,497","2,001,995","102,502",4.9,"48,021",100.0
"Acadia Parish, LA",2,2,1,"23,897","22,614","1,283",5.4,"40,484",84.3
"Allen Parish, LA",6,6,0,"8,761","8,265",496,5.7,"44,395",92.4
"Ascension Parish, LA",2,2,1,"64,198","61,565","2,633",4.1,"77,758",161.9
"Assumption Parish, LA",6,4,0,"8,960","8,365",595,6.6,"48,120",100.2
"Avoyelles Parish, LA",6,6,0,"15,303","14,434",869,5.7,"37,731",78.6
"Beauregard Parish, LA",6,5,0,"14,574","13,800",774,5.3,"57,005",118.7
"Bienville Parish, LA",6,6,0,"5,637","5,309",328,5.8,"34,047",70.9
"Bossier Parish, LA",2,2,1,"57,953","55,487","2,466",4.3,"56,754",118.2
"Caddo Parish, LA",2,2,1,"104,208","98,488","5,720",5.5,"40,467",84.3
"Calcasieu Parish, LA",3,2,1,"109,755","105,554","4,201",3.8,"50,531",105.2
"Caldwell Parish, LA",8,7,0,"3,832","3,612",220,5.7,"40,842",85.1
"Cameron Parish, LA",3,2,1,"4,073","3,929",144,3.5,"57,299",119.3
"Catahoula Parish, LA",9,10,0,"3,357","3,131",226,6.7,"35,812",74.6
"Claiborne Parish, LA",6,6,0,"5,806","5,505",301,5.2,"33,659",70.1
"Concordia Parish, LA",7,8,0,"6,999","6,513",486,6.9,"35,840",74.6
"De Soto Parish, LA",2,2,1,"10,891","10,269",622,5.7,"44,457",92.6
"East Baton Rouge Parish, LA",2,2,1,"231,205","221,219","9,986",4.3,"52,945",110.3
"East Carroll Parish, LA",7,11,0,"1,952","1,752",200,10.2,"27,714",57.7
"East Feliciana Parish, LA",2,2,1,"8,006","7,635",371,4.6,"45,174",94.1
"Evangeline Parish, LA",6,6,0,"12,089","11,397",692,5.7,"34,113",71.0
"Franklin Parish, LA",7,11,0,"7,268","6,748",520,7.2,"34,446",71.7
"Grant Parish, LA",3,2,1,"8,205","7,729",476,5.8,"43,502",90.6
"Iberia Parish, LA",2,2,1,"28,270","26,612","1,658",5.9,"42,909",89.4
"Iberville Parish, LA",2,2,1,"14,138","13,264",874,6.2,"47,917",99.8
"Jackson Parish, LA",6,6,0,"6,874","6,556",318,4.6,"40,828",85.0
"Jefferson Parish, LA",1,1,1,"213,281","203,937","9,344",4.4,"50,871",105.9
"Jefferson Davis Parish, LA",6,6,0,"13,499","12,860",639,4.7,"44,492",92.7
"Lafayette Parish, LA",2,2,1,"113,928","108,850","5,078",4.5,"57,821",120.4
"Lafourche Parish, LA",3,2,1,"42,076","40,098","1,978",4.7,"52,651",109.6
"LaSalle Parish, LA",6,6,0,"6,349","6,073",276,4.3,"45,742",95.3
"Lincoln Parish, LA",4,5,0,"21,979","20,844","1,135",5.2,"36,525",76.1
"Livingston Parish, LA",2,2,1,"68,941","66,166","2,775",4.0,"63,088",131.4
"Madison Parish, LA",7,9,0,"3,609","3,310",299,8.3,"28,452",59.2
"Morehouse Parish, LA",6,5,0,"10,156","9,326",830,8.2,"34,023",70.9
"Natchitoches Parish, LA",6,5,0,"16,420","15,463",957,5.8,"36,298",75.6
"Orleans Parish, LA",1,1,1,"178,349","169,410","8,939",5.0,"38,855",80.9
"Ouachita Parish, LA",3,2,1,"70,832","67,193","3,639",5.1,"44,371",92.4
"Plaquemines Parish, LA",1,1,1,"10,051","9,585",466,4.6,"58,643",122.1
"Pointe Coupee Parish, LA",2,2,1,"9,906","9,374",532,5.4,"46,603",97.0
"Rapides Parish, LA",3,2,1,"55,421","52,500","2,921",5.3,"48,116",100.2
"Red River Parish, LA",8,7,0,"4,047","3,867",180,4.4,"36,865",76.8
"Richland Parish, LA",6,6,0,"8,310","7,793",517,6.2,"35,103",73.1
"Sabine Parish, LA",6,6,0,"9,028","8,562",466,5.2,"36,423",75.8
"St. Bernard Parish, LA",1,1,1,"19,795","18,806",989,5.0,"43,983",91.6
"St. Charles Parish, LA",1,1,1,"25,044","23,952","1,092",4.4,"67,585",140.7
"St. Helena Parish, LA",2,2,1,"4,310","4,028",282,6.5,"38,699",80.6
"St. James Parish, LA",1,1,1,"9,215","8,642",573,6.2,"53,903",112.2
"St. John the Baptist Parish, LA",1,1,1,"19,584","18,471","1,113",5.7,"50,830",105.8
"St. Landry Parish, LA",4,5,0,"31,918","29,929","1,989",6.2,"36,624",76.3
"St. Martin Parish, LA",2,2,1,"22,267","21,100","1,167",5.2,"46,229",96.3
"St. Mary Parish, LA",4,5,0,"20,056","18,747","1,309",6.5,"39,764",82.8
"St. Tammany Parish, LA",1,1,1,"118,816","113,852","4,964",4.2,"67,054",139.6
"Tangipahoa Parish, LA",3,2,1,"54,498","51,501","2,997",5.5,"47,128",98.1
"Tensas Parish, LA",9,10,0,"1,444","1,333",111,7.7,"28,962",60.3
"Terrebonne Parish, LA",3,2,1,"46,438","44,121","2,317",5.0,"51,665",107.6
"Union Parish, LA",3,2,1,"9,194","8,678",516,5.6,"43,584",90.8
"Vermilion Parish, LA",2,2,1,"24,180","22,897","1,283",5.3,"48,263",100.5
"Vernon Parish, LA",5,8,0,"15,919","14,887","1,032",6.5,"47,664",99.3
"Washington Parish, LA",6,3,0,"16,817","15,849",968,5.8,"36,850",76.7
"Webster Parish, LA",2,2,1,"14,587","13,698",889,6.1,"35,070",73.0
"West Baton Rouge Parish, LA",2,2,1,"13,684","13,081",603,4.4,"58,205",121.2
"West Carroll Parish, LA",9,10,0,"3,999","3,641",358,9.0,"39,332",81.9
"West Feliciana Parish, LA",2,2,1,"5,387","5,178",209,3.9,"60,296",125.6
"Winn Parish, LA",6,6,0,"4,950","4,644",306,6.2,"40,133",83.6
Maine,,,,"695,679","673,150","22,529",3.2,"55,579",100.0
"Androscoggin County, ME",3,2,1,"55,239","53,489","1,750",3.2,"49,935",89.8
"Aroostook County, ME",7,11,0,"30,867","29,437","1,430",4.6,"39,450",71.0
"Cumberland County, ME",2,2,1,"164,612","160,364","4,248",2.6,"71,586",128.8
"Franklin County, ME",6,6,0,"14,383","13,829",554,3.9,"49,561",89.2
"Hancock County, ME",6,6,0,"29,374","28,300","1,074",3.7,"52,148",93.8
"Kennebec County, ME",4,5,0,"62,180","60,236","1,944",3.1,"52,154",93.8
"Knox County, ME",7,11,0,"20,575","19,942",633,3.1,"56,678",102.0
"Lincoln County, ME",8,7,0,"16,933","16,388",545,3.2,"56,211",101.1
"Oxford County, ME",6,6,0,"26,617","25,601","1,016",3.8,"44,243",79.6
"Penobscot County, ME",3,2,1,"76,597","73,830","2,767",3.6,"47,840",86.1
"Piscataquis County, ME",8,6,0,"7,440","7,143",297,4.0,"40,066",72.1
"Sagadahoc County, ME",2,2,1,"19,480","18,972",508,2.6,"65,969",118.7
"Somerset County, ME",6,6,0,"22,732","21,679","1,053",4.6,"43,755",78.7
"Waldo County, ME",6,6,0,"21,123","20,405",718,3.4,"49,482",89.0
"Washington County, ME",7,11,0,"13,850","13,191",659,4.8,"39,522",71.1
"York County, ME",2,2,1,"113,678","110,344","3,334",2.9,"65,984",118.7
Maryland,,,,"3,221,603","3,094,569","127,034",3.9,"83,076",100.0
"Allegany County, MD",3,2,1,"32,184","30,406","1,778",5.5,"43,535",52.4
"Anne Arundel County, MD",1,1,1,"313,955","303,453","10,502",3.3,"97,051",116.8
"Baltimore County, MD",1,1,1,"452,381","433,980","18,401",4.1,"75,836",91.3
"Calvert County, MD",1,1,1,"49,845","48,075","1,770",3.6,"106,270",127.9
"Caroline County, MD",6,4,0,"18,272","17,572",700,3.8,"56,627",68.2
"Carroll County, MD",1,1,1,"95,556","92,453","3,103",3.2,"95,956",115.5
"Cecil County, MD",1,1,1,"52,984","50,629","2,355",4.4,"72,739",87.6
"Charles County, MD",1,1,1,"86,841","83,484","3,357",3.9,"92,616",111.5
"Dorchester County, MD",6,5,0,"15,587","14,776",811,5.2,"48,682",58.6
"Frederick County, MD",1,1,1,"134,003","129,307","4,696",3.5,"95,196",114.6
"Garrett County, MD",6,7,0,"15,597","14,852",745,4.8,"49,147",59.2
"Harford County, MD",1,1,1,"140,424","135,326","5,098",3.6,"87,959",105.9
"Howard County, MD",1,1,1,"186,777","181,148","5,629",3.0,"116,719",140.5
"Kent County, MD",6,4,0,"10,354","9,904",450,4.3,"55,514",66.8
"Montgomery County, MD",1,1,1,"557,200","539,485","17,715",3.2,"107,758",129.7
"Prince George's County, MD",1,1,1,"507,208","486,413","20,795",4.1,"82,445",99.2
"Queen Anne's County, MD",1,1,1,"27,887","26,953",934,3.3,"93,751",112.8
"St. Mary's County, MD",3,2,1,"55,898","53,762","2,136",3.8,"89,964",108.3
"Somerset County, MD",2,2,1,"9,246","8,597",649,7.0,"42,098",50.7
"Talbot County, MD",6,3,0,"19,739","18,999",740,3.7,"64,245",77.3
"Washington County, MD",2,2,1,"74,876","71,573","3,303",4.4,"62,556",75.3
"Wicomico County, MD",2,2,1,"51,021","48,302","2,719",5.3,"54,313",65.4
"Worcester County, MD",2,2,1,"25,532","23,450","2,082",8.2,"59,266",71.3
"Baltimore city, MD",1,1,1,"288,238","271,672","16,566",5.7,"50,501",60.8
Massachusetts,,,,"3,785,489","3,658,286","127,203",3.4,"79,817",100.0
"Barnstable County, MA",3,2,1,"115,315","110,350","4,965",4.3,"69,001",86.4
"Berkshire County, MA",3,2,1,"65,331","62,661","2,670",4.1,"58,375",73.1
"Bristol County, MA",1,1,1,"302,784","289,824","12,960",4.3,"66,005",82.7
"Dukes County, MA",7,8,0,"9,717","9,269",448,4.6,"70,224",88.0
"Essex County, MA",1,1,1,"427,449","412,710","14,739",3.4,"76,373",95.7
"Franklin County, MA",4,5,0,"41,118","39,868","1,250",3.0,"58,992",73.9
"Hampden County, MA",2,2,1,"229,722","219,067","10,655",4.6,"52,682",66.0
"Hampshire County, MA",2,2,1,"90,562","87,804","2,758",3.0,"74,456",93.3
"Middlesex County, MA",1,1,1,"918,508","893,485","25,023",2.7,"100,374",125.8
"Nantucket County/town, MA",7,11,0,"7,538","7,205",333,4.4,"97,525",122.2
"Norfolk County, MA",1,1,1,"390,559","378,881","11,678",3.0,"100,184",125.5
"Plymouth County, MA",1,1,1,"283,373","273,402","9,971",3.5,"89,678",112.4
"Suffolk County, MA",1,1,1,"455,039","441,272","13,767",3.0,"68,743",86.1
"Worcester County, MA",2,2,1,"448,477","432,490","15,987",3.6,"71,767",89.9
Michigan,,,,"4,908,714","4,705,360","203,354",4.1,"56,640",100.0
"Alcona County, MI",9,10,0,"3,807","3,557",250,6.6,"39,862",70.4
"Alger County, MI",7,10,0,"3,208","2,954",254,7.9,"47,441",83.8
"Allegan County, MI",4,5,0,"61,917","59,880","2,037",3.3,"62,247",109.9
"Alpena County, MI",7,8,0,"13,333","12,649",684,5.1,"42,792",75.6
"Antrim County, MI",9,10,0,"10,053","9,483",570,5.7,"56,456",99.7
"Arenac County, MI",8,7,0,"5,963","5,540",423,7.1,"42,540",75.1
"Baraga County, MI",9,10,0,"3,155","2,962",193,6.1,"43,435",76.7
"Barry County, MI",2,2,1,"31,627","30,547","1,080",3.4,"64,121",113.2
"Bay County, MI",3,2,1,"50,324","47,907","2,417",4.8,"50,576",89.3
"Benzie County, MI",9,8,0,"8,778","8,292",486,5.5,"51,905",91.6
"Berrien County, MI",3,2,1,"73,234","70,071","3,163",4.3,"51,509",90.9
"Branch County, MI",6,5,0,"19,314","18,594",720,3.7,"50,477",89.1
"Calhoun County, MI",3,2,1,"63,021","60,362","2,659",4.2,"48,413",85.5
"Cass County, MI",2,2,1,"24,427","23,430",997,4.1,"55,978",98.8
"Charlevoix County, MI",7,11,0,"13,098","12,471",627,4.8,"54,491",96.2
"Cheboygan County, MI",7,11,0,"10,695","9,711",984,9.2,"48,589",85.8
"Chippewa County, MI",7,8,0,"16,222","15,142","1,080",6.7,"47,380",83.7
"Clare County, MI",6,6,0,"11,800","11,077",723,6.1,"39,394",69.6
"Clinton County, MI",2,2,1,"41,080","39,769","1,311",3.2,"70,967",125.3
"Crawford County, MI",7,12,0,"5,534","5,202",332,6.0,"46,930",82.9
"Delta County, MI",5,8,0,"17,016","16,109",907,5.3,"49,292",87.0
"Dickinson County, MI",7,8,0,"12,517","12,038",479,3.8,"52,348",92.4
"Eaton County, MI",2,2,1,"57,163","55,166","1,997",3.5,"66,716",117.8
"Emmet County, MI",7,11,0,"17,678","16,636","1,042",5.9,"58,891",104.0
"Genesee County, MI",2,2,1,"182,278","173,338","8,940",4.9,"48,370",85.4
"Gladwin County, MI",6,6,0,"9,901","9,341",560,5.7,"44,635",78.8
"Gogebic County, MI",7,11,0,"6,190","5,876",314,5.1,"39,934",70.5
"Grand Traverse County, MI",5,8,0,"49,149","47,325","1,824",3.7,"64,591",114.0
"Gratiot County, MI",6,5,0,"17,784","16,955",829,4.7,"48,988",86.5
"Hillsdale County, MI",6,5,0,"20,557","19,727",830,4.0,"50,388",89.0
"Houghton County, MI",5,8,0,"16,148","15,322",826,5.1,"42,282",74.7
"Huron County, MI",7,11,0,"15,440","14,722",718,4.7,"45,817",80.9
"Ingham County, MI",2,2,1,"151,099","145,594","5,505",3.6,"52,837",93.3
"Ionia County, MI",4,5,0,"29,902","28,868","1,034",3.5,"61,667",108.9
"Iosco County, MI",7,11,0,"10,065","9,423",642,6.4,"41,256",72.8
"Iron County, MI",7,9,0,"5,131","4,844",287,5.6,"40,959",72.3
"Isabella County, MI",4,5,0,"34,841","33,489","1,352",3.9,"47,056",83.1
"Jackson County, MI",3,2,1,"74,437","71,501","2,936",3.9,"52,047",91.9
"Kalamazoo County, MI",2,2,1,"133,577","128,995","4,582",3.4,"55,881",98.7
"Kalkaska County, MI",7,8,0,"7,825","7,364",461,5.9,"46,068",81.3
"Kent County, MI",2,2,1,"359,567","348,807","10,760",3.0,"61,675",108.9
"Keweenaw County, MI",9,8,0,881,819,62,7.0,"51,641",91.2
"Lake County, MI",9,10,0,"3,631","3,383",248,6.8,"36,044",63.6
"Lapeer County, MI",1,1,1,"40,985","38,861","2,124",5.2,"65,209",115.1
"Leelanau County, MI",9,8,0,"10,410","9,965",445,4.3,"67,349",118.9
"Lenawee County, MI",4,5,0,"46,807","44,895","1,912",4.1,"55,762",98.4
"Livingston County, MI",1,1,1,"103,175","99,794","3,381",3.3,"84,048",148.4
"Luce County, MI",7,10,0,"2,377","2,228",149,6.3,"43,196",76.3
"Mackinac County, MI",7,10,0,"5,194","4,701",493,9.5,"46,645",82.4
"Macomb County, MI",1,1,1,"445,932","427,957","17,975",4.0,"62,191",109.8
"Manistee County, MI",7,9,0,"10,335","9,734",601,5.8,"47,401",83.7
"Marquette County, MI",5,8,0,"32,472","30,880","1,592",4.9,"54,093",95.5
"Mason County, MI",7,8,0,"13,765","13,091",674,4.9,"51,083",90.2
"Mecosta County, MI",6,5,0,"18,462","17,537",925,5.0,"45,804",80.9
"Menominee County, MI",7,8,0,"10,983","10,539",444,4.0,"46,486",82.1
"Midland County, MI",3,2,1,"40,652","39,033","1,619",4.0,"58,057",102.5
"Missaukee County, MI",9,8,0,"6,868","6,516",352,5.1,"48,413",85.5
"Monroe County, MI",3,2,1,"75,898","72,709","3,189",4.2,"62,522",110.4
"Montcalm County, MI",2,2,1,"28,307","27,099","1,208",4.3,"50,396",89.0
"Montmorency County, MI",9,10,0,"3,014","2,750",264,8.8,"40,650",71.8
"Muskegon County, MI",3,2,1,"77,959","74,390","3,569",4.6,"49,960",88.2
"Newaygo County, MI",6,6,0,"23,168","22,152","1,016",4.4,"48,860",86.3
"Oakland County, MI",1,1,1,"673,420","650,941","22,479",3.3,"80,319",141.8
"Oceana County, MI",6,7,0,"12,021","11,271",750,6.2,"50,374",88.9
"Ogemaw County, MI",9,11,0,"8,201","7,633",568,6.9,"41,201",72.7
"Ontonagon County, MI",9,10,0,"2,095","1,931",164,7.8,"40,798",72.0
"Osceola County, MI",9,10,0,"10,882","10,398",484,4.4,"45,607",80.5
"Oscoda County, MI",9,12,0,"2,947","2,757",190,6.4,"38,927",68.7
"Otsego County, MI",7,11,0,"11,589","10,978",611,5.3,"51,292",90.6
"Ottawa County, MI",2,2,1,"160,745","156,190","4,555",2.8,"70,420",124.3
"Presque Isle County, MI",7,9,0,"5,036","4,633",403,8.0,"45,502",80.3
"Roscommon County, MI",7,11,0,"7,844","7,232",612,7.8,"38,613",68.2
"Saginaw County, MI",3,2,1,"87,068","82,926","4,142",4.8,"48,805",86.2
"St. Clair County, MI",1,1,1,"75,419","71,837","3,582",4.7,"56,557",99.9
"St. Joseph County, MI",4,5,0,"28,289","27,232","1,057",3.7,"52,689",93.0
"Sanilac County, MI",6,4,0,"19,209","18,216",993,5.2,"46,184",81.5
"Schoolcraft County, MI",7,9,0,"3,364","3,123",241,7.2,"44,887",79.2
"Shiawassee County, MI",4,3,0,"33,231","31,798","1,433",4.3,"54,149",95.6
"Tuscola County, MI",6,4,0,"23,758","22,457","1,301",5.5,"51,113",90.2
"Van Buren County, MI",2,2,1,"35,067","33,345","1,722",4.9,"57,363",101.3
"Washtenaw County, MI",2,2,1,"195,926","189,923","6,003",3.1,"72,267",127.6
"Wayne County, MI",1,1,1,"797,770","756,452","41,318",5.2,"46,440",82.0
"Wexford County, MI",7,8,0,"14,710","14,019",691,4.7,"46,396",81.9
Minnesota,,,,"3,071,433","2,981,153","90,280",2.9,"70,295",100.0
"Aitkin County, MN",8,4,0,"7,186","6,780",406,5.6,"44,016",62.6
"Anoka County, MN",1,1,1,"196,693","191,195","5,498",2.8,"82,284",117.1
"Becker County, MN",6,6,0,"18,606","17,938",668,3.6,"59,440",84.6
"Beltrami County, MN",7,8,0,"24,154","23,158",996,4.1,"47,073",67.0
"Benton County, MN",3,2,1,"21,839","21,071",768,3.5,"61,341",87.3
"Big Stone County, MN",9,12,0,"2,502","2,406",96,3.8,"51,058",72.6
"Blue Earth County, MN",3,2,1,"40,304","39,284","1,020",2.5,"58,132",82.7
"Brown County, MN",6,5,0,"14,477","13,986",491,3.4,"60,626",86.2
"Carlton County, MN",2,2,1,"17,828","17,091",737,4.1,"60,412",85.9
"Carver County, MN",1,1,1,"58,287","56,844","1,443",2.5,"104,248",148.3
"Cass County, MN",9,8,0,"14,285","13,544",741,5.2,"48,651",69.2
"Chippewa County, MN",7,9,0,"6,880","6,659",221,3.2,"53,540",76.2
"Chisago County, MN",1,1,1,"29,794","28,786","1,008",3.4,"82,814",117.8
"Clay County, MN",3,2,1,"35,653","34,622","1,031",2.9,"65,914",93.8
"Clearwater County, MN",8,7,0,"4,466","4,100",366,8.2,"51,475",73.2
"Cook County, MN",9,12,0,"3,046","2,940",106,3.5,"54,465",77.5
"Cottonwood County, MN",7,9,0,"5,804","5,596",208,3.6,"51,788",73.7
"Crow Wing County, MN",4,3,0,"32,167","30,886","1,281",4.0,"53,481",76.1
"Dakota County, MN",1,1,1,"240,364","234,205","6,159",2.6,"86,403",122.9
"Dodge County, MN",3,2,1,"11,771","11,414",357,3.0,"75,955",108.1
"Douglas County, MN",6,5,0,"20,605","20,018",587,2.8,"60,979",86.7
"Faribault County, MN",6,6,0,"6,989","6,746",243,3.5,"52,560",74.8
"Fillmore County, MN",3,2,1,"11,480","11,120",360,3.1,"58,761",83.6
"Freeborn County, MN",7,8,0,"16,023","15,508",515,3.2,"52,010",74.0
"Goodhue County, MN",4,3,0,"26,781","26,038",743,2.8,"67,039",95.4
"Grant County, MN",9,10,0,"3,298","3,165",133,4.0,"54,917",78.1
"Hennepin County, MN",1,1,1,"702,946","685,282","17,664",2.5,"76,067",108.2
"Houston County, MN",3,2,1,"10,393","10,093",300,2.9,"59,613",84.8
"Hubbard County, MN",7,9,0,"9,875","9,379",496,5.0,"55,687",79.2
"Isanti County, MN",1,1,1,"21,201","20,406",795,3.7,"73,468",104.5
"Itasca County, MN",6,6,0,"21,784","20,599","1,185",5.4,"53,143",75.6
"Jackson County, MN",7,9,0,"5,713","5,545",168,2.9,"57,786",82.2
"Kanabec County, MN",6,4,0,"8,943","8,449",494,5.5,"56,950",81.0
"Kandiyohi County, MN",4,5,0,"24,730","23,996",734,3.0,"60,579",86.2
